Rank,Mark,WIND,Competitor,DOB,Nat,Pos,Unnamed: 7,Venue,Date,Results Score
80,2:27:20,,Aberu Mekuria ZENNEBE,24 DEC 1983,ETH,1,,Eindhoven (NED),14 OCT 2012,1159
81,2:27:21,,Souad AIT SALEM,06 JAN 1979,ALG,4,,Praha (CZE),13 MAY 2012,1159
82,2:27:24,,Nastassia IVANOVA,04 NOV 1982,BLR,2,,Düsseldorf (GER),29 APR 2012,1158
83,2:27:28,,Goitetom Haftu TESEMA,1987,ETH,4,,Paris (FRA),15 APR 2012,1158
84,2:27:32,,Miranda BOONSTRA,29 AUG 1972,NED,4,,Rotterdam (NED),15 APR 2012,1157
84,2:27:32,,Lisa WEIGHTMAN,16 JAN 1979,AUS,16,,"Olympic Stadium, London (GBR)",05 AUG 2012,1157
84,2:27:32,,Diana Chepkemoi SIGEI,1987,KEN,4,,Amsterdam (NED),21 OCT 2012,1157
84,2:27:32,,Derebe Godan GEBESA,13 MAR 1988,ETH,4,,Torino (ITA),18 NOV 2012,1157
88,2:27:40,,Chaofeng JIA,16 NOV 1988,CHN,1,,Beijing (CHN),25 NOV 2012,1156
89,2:27:41,,Beatrice TOROITICH,15 DEC 1981,KEN,3,,Hamburg (GER),29 APR 2012,1156
90,2:27:44,,Claire HALLISSEY,17 MAR 1983,GBR,11,,London (GBR),22 APR 2012,1155
91,2:27:50,,Yeshimebet TADESSE BIFA,15 OCT 1988,ETH,13,,Dubai (UAE),27 JAN 2012,1154
91,2:27:50,,Melkam GIZAW,17 SEP 1990,ETH,3,,Düsseldorf (GER),29 APR 2012,1154
93,2:27:55,,Lamei SUN,04 JAN 1991,CHN,2,,Beijing (CHN),25 NOV 2012,1153
94,2:28:01,,Misaki KATSUMATA,26 DEC 1985,JPN,10,,Nagoya (JPN),11 MAR 2012,1152
95,2:28:02,,Valentine KIPKETER,05 JAN 1993,KEN,4,,Hamburg (GER),29 APR 2012,1152
96,2:28:04,,Alice CHELANGAT,27 DEC 1976,KEN,1,,Nairobi (KEN),28 OCT 2012,1152
97,2:28:05,,Koren Jelila YAL,18 JAN 1987,ETH,12,,London (GBR),22 APR 2012,1152
97,2:28:05,,Weiwei SUN,13 JAN 1985,CHN,3,,Beijing (CHN),25 NOV 2012,1152
99,2:28:08,,Volha DUBOVSKAYA,02 OCT 1985,BLR,4,,Düsseldorf (GER),29 APR 2012,1151
100,2:28:10,,Freya MURRAY,20 SEP 1983,GBR,13,,London (GBR),22 APR 2012,1151
1,2:19:41,,Tirfi TSEGAYE,25 NOV 1984,ETH,1,,Dubai (UAE),22 JAN 2016,1237
2,2:20:45,,Aberu KEBEDE,12 SEP 1986,ETH,1,,Berlin (GER),25 SEP 2016,1226
3,2:20:48,,Amane Beriso SHANKULE,13 OCT 1991,ETH,2,,Dubai (UAE),22 JAN 2016,1225
4,2:21:27,,Helah Jelagat KIPROP,07 APR 1985,KEN,1,,Tokyo (JPN),28 FEB 2016,1218
5,2:21:32,,Florence KIPLAGAT,27 FEB 1987,KEN,1,,"Chicago, IL (USA)",09 OCT 2016,1218
6,2:21:51,,Amane GOBENA,11 SEP 1986,ETH,2,,Tokyo (JPN),28 FEB 2016,1214
7,2:21:54,,Meselech MELKAMU,19 APR 1985,ETH,1,,Hamburg (GER),17 APR 2016,1214
8,2:22:17,,Kayoko FUKUSHI,25 MAR 1982,JPN,1,,Osaka (JPN),31 JAN 2016,1210
9,2:22:36,,Edna Ngeringwony KIPLAGAT,15 NOV 1979,KEN,3,,Tokyo (JPN),28 FEB 2016,1207
10,2:22:40,,Eunice Jepkirui KIRWA,20 MAY 1984,BRN,1,,Nagoya (JPN),13 MAR 2016,1206
11,2:22:58,,Jemima Jelagat SUMGONG,21 DEC 1984,KEN,1,,London (GBR),24 APR 2016,1203
12,2:23:03,,Tigist TUFA,26 JAN 1987,ETH,2,,London (GBR),24 APR 2016,1202
13,2:23:16,,Birhane DIBABA,11 SEP 1993,ETH,5,,Tokyo (JPN),28 FEB 2016,1200
14,2:23:18,,Philomena CHEYECH,05 JUL 1982,KEN,1,,Saitama (JPN),13 NOV 2016,1200
15,2:23:19,,Tomomi TANAKA,25 SEP 1988,JPN,2,,Nagoya (JPN),13 MAR 2016,1199
16,2:23:20,,Rei OHARA,10 AUG 1990,JPN,3,,Nagoya (JPN),13 MAR 2016,1199
17,2:23:41,,Valentine KIPKETER,05 JAN 1993,KEN,3,,"Chicago, IL (USA)",09 OCT 2016,1196
18,2:23:54,,Volha MAZURONAK,14 APR 1989,BLR,4,,London (GBR),24 APR 2016,1194
19,2:23:57,,Asselefech MEDESSA MERGIA,23 JAN 1985,ETH,5,,London (GBR),24 APR 2016,1193
20,2:24:00,,Sutume Asefa KEBEDE,11 DEC 1994,ETH,4,,Dubai (UAE),22 JAN 2016,1193
21,2:24:04,,Workenesh EDESA,11 SEP 1992,ETH,1,,Xiamen (CHN),02 JAN 2016,1192
22,2:24:09,,Mare DIBABA,20 OCT 1989,ETH,6,,London (GBR),24 APR 2016,1191
23,2:24:13,,Sarah CHEPCHIRCHIR,27 JUL 1984,KEN,1,,Lisboa (POR),02 OCT 2016,1190
24,2:24:14,,Rose CHELIMO,12 JUL 1989,BRN,1,,Seoul (KOR),20 MAR 2016,1190
25,2:24:24,,Mulu SEBOKA,25 SEP 1984,ETH,5,,Dubai (UAE),22 JAN 2016,1188
26,2:24:26,,Mary Jepkosgei KEITANY,18 JAN 1982,KEN,1,,"New York, NY (USA)",06 NOV 2016,1188
27,2:24:27,,Abebech AFEWORK,11 DEC 1990,ETH,2,,Amsterdam (NED),16 OCT 2016,1188
28,2:24:28,,Melkam GIZAW,17 SEP 1990,ETH,2,,Seoul (KOR),20 MAR 2016,1188
29,2:24:31,,Shuko GENEMO,13 SEP 1995,ETH,1,,Wien (AUT),10 APR 2016,1187
30,2:24:32,,Marta MEGRA,30 DEC 1990,ETH,2,,Xiamen (CHN),02 JAN 2016,1187
30,2:24:32,,Mao KIYOTA,12 SEP 1993,JPN,4,,Nagoya (JPN),13 MAR 2016,1187
32,2:24:38,,Reia IWADE,08 DEC 1994,JPN,5,,Nagoya (JPN),13 MAR 2016,1186
33,2:24:41,,Ruti AGA,16 JAN 1994,ETH,3,,Berlin (GER),25 SEP 2016,1186
34,2:24:45,,Brigid KOSGEI,20 FEB 1994,KEN,2,,Lisboa (POR),02 OCT 2016,1185
35,2:24:46,,Lucy KARIMI,06 OCT 1986,KEN,1,,Praha (CZE),08 MAY 2016,1185
36,2:24:47,,Purity Cherotich RIONORIPO,10 JUN 1993,KEN,4,,"Chicago, IL (USA)",09 OCT 2016,1185
37,2:24:48,,Valary JEMELI,08 JUN 1991,KEN,1,,Valencia (ESP),20 NOV 2016,1184
38,2:24:49,,Yebrgual MELESE,18 APR 1990,ETH,5,,"Chicago, IL (USA)",09 OCT 2016,1184
39,2:24:59,,Agnes Jeruto BARSOSIO,05 AUG 1982,KEN,3,,Seoul (KOR),20 MAR 2016,1183
40,2:25:00,,Eunice Chebichii CHUMBA,23 MAY 1993,BRN,3,,Amsterdam (NED),16 OCT 2016,1182
41,2:25:03,,Boru Feyse TADESE,19 NOV 1988,ETH,7,,London (GBR),24 APR 2016,1182
42,2:25:04,,Shure DEMISE,21 JAN 1996,ETH,6,,Tokyo (JPN),28 FEB 2016,1182
43,2:25:09,,Sayaka KUWAHARA,08 MAR 1993,JPN,6,,Nagoya (JPN),13 MAR 2016,1181
44,2:25:13,,Nancy Jepkosgei KIPROP,07 JUL 1979,KEN,2,,Valencia (ESP),20 NOV 2016,1180
45,2:25:26,,Shalane FLANAGAN,08 JUL 1981,USA,6,,"Estádio Olímpico, Rio de Janeiro (BRA)",14 AUG 2016,1178
46,2:25:27,,Mamitu DASKA,16 OCT 1983,ETH,1,,Frankfurt (GER),30 OCT 2016,1178
47,2:25:29,,Shiho TAKECHI,18 AUG 1990,JPN,7,,Nagoya (JPN),13 MAR 2016,1178
48,2:25:36,,Shitaye ESHETE,21 MAY 1990,BRN,6,,Dubai (UAE),22 JAN 2016,1176
49,2:25:42,,Fate TOLA,22 OCT 1987,GER,2,,Frankfurt (GER),30 OCT 2016,1175
50,2:25:43,,Meseret LEGESE,26 AUG 1987,ETH,1,,Wuhan (CHN),10 APR 2016,1175
51,2:25:50,,Ashete BEKERE,17 APR 1988,ETH,7,,Tokyo (JPN),28 FEB 2016,1174
52,2:25:53,,Visiline JEPKESHO,30 DEC 1989,KEN,1,,Paris (FRA),03 APR 2016,1174
53,2:25:56,,Meseret MENGISTU,06 MAR 1990,ETH,1,,Beijing (CHN),17 SEP 2016,1173
54,2:25:57,,Prisca JEPTOO,24 JUN 1984,KEN,4,,Amsterdam (NED),16 OCT 2016,1173
55,2:26:07,,Bruktayit ESHETU,29 SEP 1990,ETH,1,,"Houston, TX (USA)",17 JAN 2016,1171
56,2:26:08,,Desiree LINDEN,26 JUL 1983,USA,7,,"Estádio Olímpico, Rio de Janeiro (BRA)",14 AUG 2016,1171
57,2:26:11,,Bethelhem MOGES,03 MAY 1991,ETH,3,,Valencia (ESP),20 NOV 2016,1171
58,2:26:13,,Ruihuan LIU,29 JUN 1992,CHN,1,,Chongqing (CHN),20 MAR 2016,1170
59,2:26:14,,Gulume CHALA,11 SEP 1992,ETH,2,,Paris (FRA),03 APR 2016,1170
60,2:26:15,,Letebrhan Haylay GEBRESLASEA,29 OCT 1990,ETH,1,,Rotterdam (NED),10 APR 2016,1170
61,2:26:18,,Roza DEREJE,09 MAY 1997,ETH,1,,Shanghai (CHN),30 OCT 2016,1169
62,2:26:20,,Margaret AGAI,10 JUN 1988,KEN,2,,Shanghai (CHN),30 OCT 2016,1169
63,2:26:26,,Meseret Hailu DEBELE,12 SEP 1990,ETH,2,,Hamburg (GER),17 APR 2016,1168
64,2:26:29,,Tadelech BEKELE,11 APR 1991,ETH,2,,Toronto (CAN),16 OCT 2016,1168
65,2:26:34,,Mestawat TUFA,14 SEP 1983,ETH,7,,Dubai (UAE),22 JAN 2016,1167
66,2:26:40,,Misato HORIE,10 MAR 1987,JPN,1,,Gold Coast (AUS),03 JUL 2016,1166
67,2:26:53,,Fantu JIMMA,11 SEP 1987,ETH,3,,Xiamen (CHN),02 JAN 2016,1164
68,2:27:06,,Koren Jelila YAL,18 JAN 1987,ETH,1,,Ottawa (CAN),29 MAY 2016,1161
69,2:27:07,,Sarah CHEBET,14 JUL 1988,KEN,3,,Frankfurt (GER),30 OCT 2016,1161
70,2:27:08,,Wude AYALEW,04 JUL 1987,ETH,3,,Shanghai (CHN),30 OCT 2016,1161
71,2:27:23,,Janet Jelagat RONO,08 DEC 1988,KEN,4,,Seoul (KOR),20 MAR 2016,1159
71,2:27:23,,Risper CHEBET,06 JUN 1992,KEN,3,,Praha (CZE),08 MAY 2016,1159
73,2:27:27,,Michi NUMATA,06 MAY 1989,JPN,9,,Nagoya (JPN),13 MAR 2016,1158
74,2:27:35,,Lisa WEIGHTMAN,16 JAN 1979,AUS,2,,"Houston, TX (USA)",17 JAN 2016,1157
75,2:27:36,,Maja NEUENSCHWANDER,13 FEB 1980,SUI,8,,Tokyo (JPN),28 FEB 2016,1156
76,2:27:39,,Caroline Cheptanui KILEL,21 MAR 1981,KEN,1,,Daegu (KOR),03 APR 2016,1156
77,2:27:40,,Leah KIPRONO,15 APR 1980,KEN,1,,Zhengzhou (CHN),27 MAR 2016,1156
77,2:27:40,,Inés MELCHOR,30 AUG 1986,PER,2,,Daegu (KOR),03 APR 2016,1156
79,2:27:41,,Priscah Jepleting CHERONO,27 JUN 1980,KEN,1,,Venezia (ITA),23 OCT 2016,1156
79,2:27:41,,Aberu Mekuria ZENNEBE,24 DEC 1983,ETH,4,,Valencia (ESP),20 NOV 2016,1156
81,2:27:50,,Anja SCHERL,12 APR 1986,GER,3,,Hamburg (GER),17 APR 2016,1154
82,2:27:53,,Rael Nguriatukei KINYARA,04 APR 1984,KEN,4,,Shanghai (CHN),30 OCT 2016,1154
83,2:28:01,,Sally KIPYEGO,19 DEC 1985,KEN,2,,"New York, NY (USA)",06 NOV 2016,1152
84,2:28:06,,Pamela ROTICH,25 DEC 1984,KEN,1,,Rabat (MAR),13 MAR 2016,1151
84,2:28:06,,Ji Hyang KIM,26 SEP 1995,PRK,1,,Pyongyang (PRK),10 APR 2016,1151
86,2:28:11,,Dinknesh Mekash TEFERA,11 SEP 1985,ETH,3,,Paris (FRA),03 APR 2016,1151
87,2:28:13,,Molly HUDDLE,31 AUG 1984,USA,3,,"New York, NY (USA)",06 NOV 2016,1150
88,2:28:25,,Amy CRAGG,21 JAN 1984,USA,9,,"Estádio Olímpico, Rio de Janeiro (BRA)",14 AUG 2016,1148
89,2:28:26,,Monika STEFANOWICZ,15 MAY 1980,POL,4,,Hamburg (GER),17 APR 2016,1148
89,2:28:26,,Grace MOMANYI,13 FEB 1981,KEN,1,,Hefei (CHN),12 NOV 2016,1148
91,2:28:34,,Tatiana ARKHIPOVA,08 APR 1983,RUS,1,,Volgograd (RUS),01 MAY 2016,1147
91,2:28:34,,Katharina HEINIG,22 AUG 1989,GER,5,,Berlin (GER),25 SEP 2016,1147
93,2:28:36,,Hye-Song KIM,09 MAR 1993,PRK,10,,"Estádio Olímpico, Rio de Janeiro (BRA)",14 AUG 2016,1146
93,2:28:36,,Hye Gyong KIM,09 MAR 1993,PRK,11,,"Estádio Olímpico, Rio de Janeiro (BRA)",14 AUG 2016,1146
95,2:28:37,,Esther CHEMTAI,04 JUN 1988,KEN,2,,Rabat (MAR),13 MAR 2016,1146
96,2:28:42,,Sichala KUMESHI,19 JUN 1995,ETH,1,,Warszawa (POL),24 APR 2016,1145
97,2:28:43,,Sechale DALASA,20 SEP 1991,ETH,3,,"Houston, TX (USA)",17 JAN 2016,1145
98,2:28:46,,Winny JEPKORIR,10 JUN 1990,KEN,1,,Firenze (ITA),27 NOV 2016,1145
99,2:28:48,,Yong Sun SIN,20 MAY 1990,PRK,2,,Pyongyang (PRK),10 APR 2016,1144
100,2:28:49,,Ryoko KIZAKI,21 JUN 1985,JPN,10,,Nagoya (JPN),13 MAR 2016,1144
1,2:17:01,,Mary Jepkosgei KEITANY,18 JAN 1982,KEN,1,,London (GBR),23 APR 2017,1264
2,2:17:56,,Tirunesh DIBABA,01 OCT 1985,ETH,2,,London (GBR),23 APR 2017,1255
3,2:19:47,,Sarah CHEPCHIRCHIR,27 JUL 1984,KEN,1,,Tokyo (JPN),26 FEB 2017,1236
4,2:20:22,,Brigid KOSGEI,20 FEB 1994,KEN,2,,"Chicago, IL (USA)",08 OCT 2017,1230
5,2:20:23,,Gladys CHERONO,12 MAY 1983,KEN,1,,Berlin (GER),24 SEP 2017,1229
6,2:20:41,,Ruti AGA,16 JAN 1994,ETH,2,,Berlin (GER),24 SEP 2017,1226
7,2:20:53,,Valary JEMELI,08 JUN 1991,KEN,3,,Berlin (GER),24 SEP 2017,1224
8,2:20:55,,Purity Cherotich RIONORIPO,10 JUN 1993,KEN,1,,Paris (FRA),09 APR 2017,1224
9,2:20:57,,Jordan HASAY,21 SEP 1991,USA,3,,"Chicago, IL (USA)",08 OCT 2017,1224
10,2:20:59,,Agnes Jeruto BARSOSIO,05 AUG 1982,KEN,2,,Paris (FRA),09 APR 2017,1223
11,2:21:17,,Eunice Jepkirui KIRWA,20 MAY 1984,BRN,1,,Nagoya (JPN),12 MAR 2017,1220
12,2:21:19,,Birhane DIBABA,11 SEP 1993,ETH,2,,Tokyo (JPN),26 FEB 2017,1220
13,2:21:22,,Philomena CHEYECH,05 JUL 1982,KEN,3,,Paris (FRA),09 APR 2017,1219
14,2:21:36,,Yuka ANDO,16 MAR 1994,JPN,2,,Nagoya (JPN),12 MAR 2017,1217
15,2:21:37,,Visiline JEPKESHO,30 DEC 1989,KEN,4,,Paris (FRA),09 APR 2017,1217
16,2:21:54,,Tadelech BEKELE,11 APR 1991,ETH,1,,Amsterdam (NED),15 OCT 2017,1214
17,2:22:15,,Amane Beriso SHANKULE,13 OCT 1991,ETH,2,,Praha (CZE),07 MAY 2017,1210
18,2:22:36,,Worknesh DEGEFA,28 OCT 1990,ETH,1,,Dubai (UAE),20 JAN 2017,1207
18,2:22:36,,Ruth CHEPNGETICH,08 AUG 1994,KEN,1,,Istanbul (TUR),12 NOV 2017,1207
20,2:22:43,,Roza DEREJE,09 MAY 1997,ETH,1,,Shanghai (CHN),12 NOV 2017,1206
21,2:22:51,,Yebrgual MELESE,18 APR 1990,ETH,5,,Paris (FRA),09 APR 2017,1204
21,2:22:51,,Helen BEKELE,21 NOV 1994,ETH,4,,Berlin (GER),24 SEP 2017,1204
23,2:22:57,,Shure DEMISE,21 JAN 1996,ETH,2,,Dubai (UAE),20 JAN 2017,1203
24,2:23:08,,Asselefech MEDESSA MERGIA,23 JAN 1985,ETH,3,,London (GBR),23 APR 2017,1201
25,2:23:09,,Amane GOBENA,11 SEP 1986,ETH,3,,Tokyo (JPN),26 FEB 2017,1201
26,2:23:31,,Lydia CHEROMEI,11 MAY 1977,KEN,2,,Shanghai (CHN),12 NOV 2017,1197
27,2:23:35,,Vivian Jepkemei CHERUIYOT,11 SEP 1983,KEN,1,,Frankfurt (GER),29 OCT 2017,1197
27,2:23:35,,Hirut TIBEBU,13 DEC 1994,ETH,3,,Shanghai (CHN),12 NOV 2017,1197
29,2:23:47,,Mao KIYOTA,12 SEP 1993,JPN,3,,Nagoya (JPN),12 MAR 2017,1195
30,2:23:59,,Gulume CHALA,11 SEP 1992,ETH,4,,Shanghai (CHN),12 NOV 2017,1193
31,2:24:18,,Meskerem ASSEFA,03 OCT 1991,ETH,1,,Rotterdam (NED),09 APR 2017,1189
32,2:24:20,,Nancy Jepkosgei KIPROP,07 JUL 1979,KEN,1,,Wien (AUT),23 APR 2017,1189
33,2:24:22,,Risa SHIGETOMO,29 AUG 1987,JPN,1,,Osaka (JPN),29 JAN 2017,1189
34,2:24:25,,Rebeca CHESIRE,04 DEC 1992,KEN,2,,Wien (AUT),23 APR 2017,1188
35,2:24:27,,Eunice Chebichii CHUMBA,23 MAY 1993,BRN,2,,Rotterdam (NED),09 APR 2017,1188
36,2:24:44,,Madaí PÉREZ,02 FEB 1980,MEX,4,,"Chicago, IL (USA)",08 OCT 2017,1185
37,2:24:51,,Gladys CHESIR,20 FEB 1993,KEN,2,,Amsterdam (NED),15 OCT 2017,1184
38,2:25:01,,Letebrhan Haylay GEBRESLASEA,29 OCT 1990,ETH,1,,Dongying (CHN),07 MAY 2017,1182
39,2:25:12,,Rahma TUSA,14 SEP 1993,ETH,1,,Guangzhou (CHN),10 DEC 2017,1180
40,2:25:15,,Lisa WEIGHTMAN,16 JAN 1979,AUS,5,,London (GBR),23 APR 2017,1180
41,2:25:17,,Lucy KARIMI,06 OCT 1986,KEN,3,,Rotterdam (NED),09 APR 2017,1180
42,2:25:23,,Azmera ABREHA,31 JAN 1998,ETH,3,,Amsterdam (NED),15 OCT 2017,1179
43,2:25:29,,Margaret AGAI,10 JUN 1988,KEN,5,,Shanghai (CHN),12 NOV 2017,1178
44,2:25:30,,Jessica AUGUSTO,08 NOV 1981,POR,1,,Hamburg (GER),23 APR 2017,1177
45,2:25:32,,Viola Jelagat KIBIWOT,22 DEC 1983,KEN,4,,Amsterdam (NED),15 OCT 2017,1177
46,2:25:34,,Abebech AFEWORK,11 DEC 1990,ETH,1,,Gold Coast (AUS),02 JUL 2017,1177
47,2:25:38,,Laura THWEATT,17 DEC 1988,USA,6,,London (GBR),23 APR 2017,1176
48,2:25:39,,Helah Jelagat KIPROP,07 APR 1985,KEN,7,,London (GBR),23 APR 2017,1176
49,2:25:44,,Misato HORIE,10 MAR 1987,JPN,2,,Osaka (JPN),29 JAN 2017,1175
50,2:25:45,,Hiwot GEBREKIDAN,11 MAY 1995,ETH,1,,See Genezareth (ISR),06 JAN 2017,1175
51,2:25:52,,Tigist TUFA,26 JAN 1987,ETH,8,,London (GBR),23 APR 2017,1174
52,2:25:57,,Ashete BEKERE,17 APR 1988,ETH,2,,Seoul (KOR),19 MAR 2017,1173
53,2:25:58,,Meseret MENGISTU,06 MAR 1990,ETH,1,,Xiamen (CHN),02 JAN 2017,1173
54,2:26:06,,Shuko GENEMO,13 SEP 1995,ETH,4,,Wien (AUT),23 APR 2017,1171
55,2:26:09,,Sayaka KUWAHARA,08 MAR 1993,JPN,4,,Nagoya (JPN),12 MAR 2017,1171
56,2:26:13,,Eunice JEPTOO,24 JUN 1983,KEN,1,,Eindhoven (NED),08 OCT 2017,1170
57,2:26:17,,Aberu Mekuria ZENNEBE,24 DEC 1983,ETH,1,,Valencia (ESP),19 NOV 2017,1170
58,2:26:19,,Hanae TANAKA,12 FEB 1990,JPN,3,,Osaka (JPN),29 JAN 2017,1169
59,2:26:22,,Rael Nguriatukei KINYARA,04 APR 1984,KEN,1,,Chongqing (CHN),19 MAR 2017,1169
60,2:26:25,,Florence KIPLAGAT,27 FEB 1987,KEN,9,,London (GBR),23 APR 2017,1168
61,2:26:26,,Caroline ROTICH,13 MAY 1984,KEN,5,,Amsterdam (NED),15 OCT 2017,1168
62,2:26:27,,Workenesh EDESA,11 SEP 1992,ETH,2,,Xiamen (CHN),02 JAN 2017,1168
63,2:26:29,,Jane Jelagat SEUREY,02 MAR 1986,KEN,4,,Rotterdam (NED),09 APR 2017,1168
64,2:26:30,,Chemutai RIONOTUKEI,04 SEP 1986,KEN,2,,Dongying (CHN),07 MAY 2017,1167
65,2:26:31,,Angela TANUI,27 JUL 1992,KEN,5,,Wien (AUT),23 APR 2017,1167
66,2:26:44,,Tsegaye MELESECH,1994,ETH,2,,Barcelona (ESP),12 MAR 2017,1165
67,2:26:46,,Boru Feyse TADESE,19 NOV 1988,ETH,5,,Praha (CZE),07 MAY 2017,1165
68,2:26:47,,Melkam GIZAW,17 SEP 1990,ETH,3,,Xiamen (CHN),02 JAN 2017,1165
69,2:26:52,,Mercy KIBARUS,25 FEB 1984,KEN,3,,Seoul (KOR),19 MAR 2017,1164
70,2:26:53,,Serena BURLA,29 JUL 1982,USA,4,,Osaka (JPN),29 JAN 2017,1164
70,2:26:53,,Shalane FLANAGAN,08 JUL 1981,USA,1,,"New York, NY (USA)",05 NOV 2017,1164
72,2:26:58,,Monica JEPKOECH,01 JAN 1983,KEN,1,,Porto (POR),05 NOV 2017,1163
73,2:27:01,,Jessica TRENGOVE,15 AUG 1987,AUS,10,,London (GBR),23 APR 2017,1162
74,2:27:04,,Aberash FAYESA,1995,ETH,3,,Barcelona (ESP),12 MAR 2017,1162
75,2:27:08,,Ayaka FUJIMOTO,08 JUL 1997,JPN,4,,Tokyo (JPN),26 FEB 2017,1161
75,2:27:08,,Salomé ROCHA,25 APR 1990,POR,6,,Praha (CZE),07 MAY 2017,1161
77,2:27:11,,Rose CHELIMO,12 JUL 1989,BRN,1,,"Olympic Stadium, London (GBR)",06 AUG 2017,1161
78,2:27:14,,Volha MAZURONAK,14 APR 1989,BLR,2,,Valencia (ESP),19 NOV 2017,1160
79,2:27:18,,Anne BERERWE,04 NOV 1982,KEN,2,,Chongqing (CHN),19 MAR 2017,1159
79,2:27:18,,Edna Ngeringwony KIPLAGAT,15 NOV 1979,KEN,2,,"Olympic Stadium, London (GBR)",06 AUG 2017,1159
79,2:27:18,,Amy CRAGG,21 JAN 1984,USA,3,,"Olympic Stadium, London (GBR)",06 AUG 2017,1159
79,2:27:18,,Winny JEPKORIR,10 JUN 1990,KEN,3,,Valencia (ESP),19 NOV 2017,1159
83,2:27:21,,Sara HALL,15 APR 1983,USA,5,,Frankfurt (GER),29 OCT 2017,1159
84,2:27:27,,Aberu KEBEDE,12 SEP 1986,ETH,11,,London (GBR),23 APR 2017,1158
85,2:27:34,,Sheila JEROTICH,06 JUN 1989,KEN,1,,Košice (SVK),01 OCT 2017,1157
86,2:27:35,,Hisami ISHII,10 AUG 1995,JPN,5,,Nagoya (JPN),12 MAR 2017,1157
87,2:27:37,,Marta MEGRA,30 DEC 1990,ETH,5,,Tokyo (JPN),26 FEB 2017,1156
87,2:27:37,,Naomi TUEI,20 MAY 1993,KEN,4,,Valencia (ESP),19 NOV 2017,1156
89,2:27:39,,Tigist MEMUYE,26 OCT 1994,ETH,1,,Zhengzhou (CHN),26 MAR 2017,1156
90,2:27:48,,Pamela ROTICH,25 DEC 1984,KEN,1,,Daegu (KOR),02 APR 2017,1154
90,2:27:48,,Fate TOLA,22 OCT 1987,GER,1,,Hannover (GER),09 APR 2017,1154
92,2:27:49,,Merima MOHAMMED,10 JUN 1992,BRN,6,,Frankfurt (GER),29 OCT 2017,1154
93,2:27:52,,Purity CHANGWONY,1990,KEN,2,,Ljubljana (SLO),29 OCT 2017,1154
94,2:27:54,,Miharu SHIMOKADO,24 APR 1990,JPN,6,,Nagoya (JPN),12 MAR 2017,1153
95,2:28:05,,Valentine KIPKETER,05 JAN 1993,KEN,5,,"Chicago, IL (USA)",08 OCT 2017,1152
96,2:28:06,,Makeda HARONA,05 SEP 1988,ETH,1,,Sydney (AUS),17 SEP 2017,1151
97,2:28:08,,Mamitu DASKA,16 OCT 1983,ETH,3,,"New York, NY (USA)",05 NOV 2017,1151
97,2:28:08,,Muluhabt TSEGA,22 DEC 1997,ETH,1,,Hangzhou (CHN),05 NOV 2017,1151
99,2:28:12,,Misaki KATO,15 JUN 1991,JPN,1,,Hofu (JPN),17 DEC 2017,1150
100,2:28:14,,Stellah Jepngetich BARSOSIO,12 MAR 1993,KEN,1,,Wrocław (POL),10 SEP 2017,1150
1,2:19:25,,Gladys CHERONO,12 MAY 1983,KEN,1,,Berlin (GER),27 SEP 2015,1239
2,2:19:52,,Mare DIBABA,20 OCT 1989,ETH,1,,Xiamen (CHN),03 JAN 2015,1235
3,2:20:02,,Asselefech MEDESSA MERGIA,23 JAN 1985,ETH,1,,Dubai (UAE),23 JAN 2015,1233
4,2:20:21,,Lucy Kabuu WANGUI,24 MAR 1984,KEN,3,,Dubai (UAE),23 JAN 2015,1230
5,2:20:48,,Aberu KEBEDE,12 SEP 1986,ETH,2,,Berlin (GER),27 SEP 2015,1225
6,2:20:59,,Shure DEMISE,21 JAN 1996,ETH,4,,Dubai (UAE),23 JAN 2015,1223
7,2:21:56,,Mulu SEBOKA,25 SEP 1984,ETH,6,,Dubai (UAE),23 JAN 2015,1213
8,2:22:08,,Eunice Jepkirui KIRWA,20 MAY 1984,BRN,1,,Nagoya (JPN),08 MAR 2015,1211
9,2:22:48,,Sairi MAEDA,07 NOV 1991,JPN,2,,Nagoya (JPN),08 MAR 2015,1205
10,2:22:51,,Tadelech BEKELE,11 APR 1991,ETH,7,,Dubai (UAE),23 JAN 2015,1204
11,2:23:12,,Gulume CHALA,11 SEP 1992,ETH,1,,Frankfurt (GER),25 OCT 2015,1201
11,2:23:12,,Dinknesh Mekash TEFERA,11 SEP 1985,ETH,2,,Frankfurt (GER),25 OCT 2015,1201
13,2:23:15,,Birhane DIBABA,11 SEP 1993,ETH,1,,Tokyo (JPN),22 FEB 2015,1200
14,2:23:22,,Tigist TUFA,26 JAN 1987,ETH,1,,London (GBR),26 APR 2015,1199
15,2:23:23,,Yebrgual MELESE,18 APR 1990,ETH,1,,"Houston, TX (USA)",18 JAN 2015,1199
16,2:23:26,,Meseret MENGISTU,06 MAR 1990,ETH,1,,Paris (FRA),12 APR 2015,1198
17,2:23:30,,Amane GOBENA,11 SEP 1986,ETH,2,,Paris (FRA),12 APR 2015,1198
18,2:23:32,,Gutemi Shone IMANA,17 NOV 1991,ETH,2,,"Houston, TX (USA)",18 JAN 2015,1197
19,2:23:33,,Abebech AFEWORK,11 DEC 1990,ETH,8,,Dubai (UAE),23 JAN 2015,1197
