Rank,Mark,WIND,Competitor,DOB,Nat,Pos,Unnamed: 7,Venue,Date,Results Score,Year,Time,Time_in_seconds,Nat_Corrected,Two_Letter_ISO,Flag_Datawrapper,Country_Name,Gender
80,2:27:20,,Aberu Mekuria ZENNEBE,24 DEC 1983,ETH,1,,Eindhoven (NED),14 OCT 2012,1159,2012,0 days 02:27:20,8840,ETH,et,:et:,Ethiopia,F
81,2:27:21,,Souad AIT SALEM,06 JAN 1979,ALG,4,,Praha (CZE),13 MAY 2012,1159,2012,0 days 02:27:21,8841,ALG,,,,F
82,2:27:24,,Nastassia IVANOVA,04 NOV 1982,BLR,2,,Düsseldorf (GER),29 APR 2012,1158,2012,0 days 02:27:24,8844,BLR,by,:by:,Belarus,F
83,2:27:28,,Goitetom Haftu TESEMA,1987,ETH,4,,Paris (FRA),15 APR 2012,1158,2012,0 days 02:27:28,8848,ETH,et,:et:,Ethiopia,F
84,2:27:32,,Miranda BOONSTRA,29 AUG 1972,NED,4,,Rotterdam (NED),15 APR 2012,1157,2012,0 days 02:27:32,8852,NLD,nl,:nl:,,F
84,2:27:32,,Lisa WEIGHTMAN,16 JAN 1979,AUS,16,,"Olympic Stadium, London (GBR)",05 AUG 2012,1157,2012,0 days 02:27:32,8852,AUS,au,:au:,Australia,F
84,2:27:32,,Diana Chepkemoi SIGEI,1987,KEN,4,,Amsterdam (NED),21 OCT 2012,1157,2012,0 days 02:27:32,8852,KEN,ke,:ke:,Kenya,F
84,2:27:32,,Derebe Godan GEBESA,13 MAR 1988,ETH,4,,Torino (ITA),18 NOV 2012,1157,2012,0 days 02:27:32,8852,ETH,et,:et:,Ethiopia,F
88,2:27:40,,Chaofeng JIA,16 NOV 1988,CHN,1,,Beijing (CHN),25 NOV 2012,1156,2012,0 days 02:27:40,8860,CHN,cn,:cn:,China,F
89,2:27:41,,Beatrice TOROITICH,15 DEC 1981,KEN,3,,Hamburg (GER),29 APR 2012,1156,2012,0 days 02:27:41,8861,KEN,ke,:ke:,Kenya,F
90,2:27:44,,Claire HALLISSEY,17 MAR 1983,GBR,11,,London (GBR),22 APR 2012,1155,2012,0 days 02:27:44,8864,GBR,gb,:gb:,United Kingdom,F
91,2:27:50,,Yeshimebet TADESSE BIFA,15 OCT 1988,ETH,13,,Dubai (UAE),27 JAN 2012,1154,2012,0 days 02:27:50,8870,ETH,et,:et:,Ethiopia,F
91,2:27:50,,Melkam GIZAW,17 SEP 1990,ETH,3,,Düsseldorf (GER),29 APR 2012,1154,2012,0 days 02:27:50,8870,ETH,et,:et:,Ethiopia,F
93,2:27:55,,Lamei SUN,04 JAN 1991,CHN,2,,Beijing (CHN),25 NOV 2012,1153,2012,0 days 02:27:55,8875,CHN,cn,:cn:,China,F
94,2:28:01,,Misaki KATSUMATA,26 DEC 1985,JPN,10,,Nagoya (JPN),11 MAR 2012,1152,2012,0 days 02:28:01,8881,JPN,jp,:jp:,Japan,F
95,2:28:02,,Valentine KIPKETER,05 JAN 1993,KEN,4,,Hamburg (GER),29 APR 2012,1152,2012,0 days 02:28:02,8882,KEN,ke,:ke:,Kenya,F
96,2:28:04,,Alice CHELANGAT,27 DEC 1976,KEN,1,,Nairobi (KEN),28 OCT 2012,1152,2012,0 days 02:28:04,8884,KEN,ke,:ke:,Kenya,F
97,2:28:05,,Koren Jelila YAL,18 JAN 1987,ETH,12,,London (GBR),22 APR 2012,1152,2012,0 days 02:28:05,8885,ETH,et,:et:,Ethiopia,F
97,2:28:05,,Weiwei SUN,13 JAN 1985,CHN,3,,Beijing (CHN),25 NOV 2012,1152,2012,0 days 02:28:05,8885,CHN,cn,:cn:,China,F
99,2:28:08,,Volha DUBOVSKAYA,02 OCT 1985,BLR,4,,Düsseldorf (GER),29 APR 2012,1151,2012,0 days 02:28:08,8888,BLR,by,:by:,Belarus,F
100,2:28:10,,Freya MURRAY,20 SEP 1983,GBR,13,,London (GBR),22 APR 2012,1151,2012,0 days 02:28:10,8890,GBR,gb,:gb:,United Kingdom,F
1,2:19:41,,Tirfi TSEGAYE,25 NOV 1984,ETH,1,,Dubai (UAE),22 JAN 2016,1237,2016,0 days 02:19:41,8381,ETH,et,:et:,Ethiopia,F
2,2:20:45,,Aberu KEBEDE,12 SEP 1986,ETH,1,,Berlin (GER),25 SEP 2016,1226,2016,0 days 02:20:45,8445,ETH,et,:et:,Ethiopia,F
3,2:20:48,,Amane Beriso SHANKULE,13 OCT 1991,ETH,2,,Dubai (UAE),22 JAN 2016,1225,2016,0 days 02:20:48,8448,ETH,et,:et:,Ethiopia,F
4,2:21:27,,Helah Jelagat KIPROP,07 APR 1985,KEN,1,,Tokyo (JPN),28 FEB 2016,1218,2016,0 days 02:21:27,8487,KEN,ke,:ke:,Kenya,F
5,2:21:32,,Florence KIPLAGAT,27 FEB 1987,KEN,1,,"Chicago, IL (USA)",09 OCT 2016,1218,2016,0 days 02:21:32,8492,KEN,ke,:ke:,Kenya,F
6,2:21:51,,Amane GOBENA,11 SEP 1986,ETH,2,,Tokyo (JPN),28 FEB 2016,1214,2016,0 days 02:21:51,8511,ETH,et,:et:,Ethiopia,F
7,2:21:54,,Meselech MELKAMU,19 APR 1985,ETH,1,,Hamburg (GER),17 APR 2016,1214,2016,0 days 02:21:54,8514,ETH,et,:et:,Ethiopia,F
8,2:22:17,,Kayoko FUKUSHI,25 MAR 1982,JPN,1,,Osaka (JPN),31 JAN 2016,1210,2016,0 days 02:22:17,8537,JPN,jp,:jp:,Japan,F
9,2:22:36,,Edna Ngeringwony KIPLAGAT,15 NOV 1979,KEN,3,,Tokyo (JPN),28 FEB 2016,1207,2016,0 days 02:22:36,8556,KEN,ke,:ke:,Kenya,F
10,2:22:40,,Eunice Jepkirui KIRWA,20 MAY 1984,BRN,1,,Nagoya (JPN),13 MAR 2016,1206,2016,0 days 02:22:40,8560,BRN,bn,:bn:,Brunei Darussalam,F
11,2:22:58,,Jemima Jelagat SUMGONG,21 DEC 1984,KEN,1,,London (GBR),24 APR 2016,1203,2016,0 days 02:22:58,8578,KEN,ke,:ke:,Kenya,F
12,2:23:03,,Tigist TUFA,26 JAN 1987,ETH,2,,London (GBR),24 APR 2016,1202,2016,0 days 02:23:03,8583,ETH,et,:et:,Ethiopia,F
13,2:23:16,,Birhane DIBABA,11 SEP 1993,ETH,5,,Tokyo (JPN),28 FEB 2016,1200,2016,0 days 02:23:16,8596,ETH,et,:et:,Ethiopia,F
14,2:23:18,,Philomena CHEYECH,05 JUL 1982,KEN,1,,Saitama (JPN),13 NOV 2016,1200,2016,0 days 02:23:18,8598,KEN,ke,:ke:,Kenya,F
15,2:23:19,,Tomomi TANAKA,25 SEP 1988,JPN,2,,Nagoya (JPN),13 MAR 2016,1199,2016,0 days 02:23:19,8599,JPN,jp,:jp:,Japan,F
16,2:23:20,,Rei OHARA,10 AUG 1990,JPN,3,,Nagoya (JPN),13 MAR 2016,1199,2016,0 days 02:23:20,8600,JPN,jp,:jp:,Japan,F
17,2:23:41,,Valentine KIPKETER,05 JAN 1993,KEN,3,,"Chicago, IL (USA)",09 OCT 2016,1196,2016,0 days 02:23:41,8621,KEN,ke,:ke:,Kenya,F
18,2:23:54,,Volha MAZURONAK,14 APR 1989,BLR,4,,London (GBR),24 APR 2016,1194,2016,0 days 02:23:54,8634,BLR,by,:by:,Belarus,F
19,2:23:57,,Asselefech MEDESSA MERGIA,23 JAN 1985,ETH,5,,London (GBR),24 APR 2016,1193,2016,0 days 02:23:57,8637,ETH,et,:et:,Ethiopia,F
20,2:24:00,,Sutume Asefa KEBEDE,11 DEC 1994,ETH,4,,Dubai (UAE),22 JAN 2016,1193,2016,0 days 02:24:00,8640,ETH,et,:et:,Ethiopia,F
21,2:24:04,,Workenesh EDESA,11 SEP 1992,ETH,1,,Xiamen (CHN),02 JAN 2016,1192,2016,0 days 02:24:04,8644,ETH,et,:et:,Ethiopia,F
22,2:24:09,,Mare DIBABA,20 OCT 1989,ETH,6,,London (GBR),24 APR 2016,1191,2016,0 days 02:24:09,8649,ETH,et,:et:,Ethiopia,F
23,2:24:13,,Sarah CHEPCHIRCHIR,27 JUL 1984,KEN,1,,Lisboa (POR),02 OCT 2016,1190,2016,0 days 02:24:13,8653,KEN,ke,:ke:,Kenya,F
24,2:24:14,,Rose CHELIMO,12 JUL 1989,BRN,1,,Seoul (KOR),20 MAR 2016,1190,2016,0 days 02:24:14,8654,BRN,bn,:bn:,Brunei Darussalam,F
25,2:24:24,,Mulu SEBOKA,25 SEP 1984,ETH,5,,Dubai (UAE),22 JAN 2016,1188,2016,0 days 02:24:24,8664,ETH,et,:et:,Ethiopia,F
26,2:24:26,,Mary Jepkosgei KEITANY,18 JAN 1982,KEN,1,,"New York, NY (USA)",06 NOV 2016,1188,2016,0 days 02:24:26,8666,KEN,ke,:ke:,Kenya,F
27,2:24:27,,Abebech AFEWORK,11 DEC 1990,ETH,2,,Amsterdam (NED),16 OCT 2016,1188,2016,0 days 02:24:27,8667,ETH,et,:et:,Ethiopia,F
28,2:24:28,,Melkam GIZAW,17 SEP 1990,ETH,2,,Seoul (KOR),20 MAR 2016,1188,2016,0 days 02:24:28,8668,ETH,et,:et:,Ethiopia,F
29,2:24:31,,Shuko GENEMO,13 SEP 1995,ETH,1,,Wien (AUT),10 APR 2016,1187,2016,0 days 02:24:31,8671,ETH,et,:et:,Ethiopia,F
30,2:24:32,,Marta MEGRA,30 DEC 1990,ETH,2,,Xiamen (CHN),02 JAN 2016,1187,2016,0 days 02:24:32,8672,ETH,et,:et:,Ethiopia,F
30,2:24:32,,Mao KIYOTA,12 SEP 1993,JPN,4,,Nagoya (JPN),13 MAR 2016,1187,2016,0 days 02:24:32,8672,JPN,jp,:jp:,Japan,F
32,2:24:38,,Reia IWADE,08 DEC 1994,JPN,5,,Nagoya (JPN),13 MAR 2016,1186,2016,0 days 02:24:38,8678,JPN,jp,:jp:,Japan,F
33,2:24:41,,Ruti AGA,16 JAN 1994,ETH,3,,Berlin (GER),25 SEP 2016,1186,2016,0 days 02:24:41,8681,ETH,et,:et:,Ethiopia,F
34,2:24:45,,Brigid KOSGEI,20 FEB 1994,KEN,2,,Lisboa (POR),02 OCT 2016,1185,2016,0 days 02:24:45,8685,KEN,ke,:ke:,Kenya,F
35,2:24:46,,Lucy KARIMI,06 OCT 1986,KEN,1,,Praha (CZE),08 MAY 2016,1185,2016,0 days 02:24:46,8686,KEN,ke,:ke:,Kenya,F
36,2:24:47,,Purity Cherotich RIONORIPO,10 JUN 1993,KEN,4,,"Chicago, IL (USA)",09 OCT 2016,1185,2016,0 days 02:24:47,8687,KEN,ke,:ke:,Kenya,F
37,2:24:48,,Valary JEMELI,08 JUN 1991,KEN,1,,Valencia (ESP),20 NOV 2016,1184,2016,0 days 02:24:48,8688,KEN,ke,:ke:,Kenya,F
38,2:24:49,,Yebrgual MELESE,18 APR 1990,ETH,5,,"Chicago, IL (USA)",09 OCT 2016,1184,2016,0 days 02:24:49,8689,ETH,et,:et:,Ethiopia,F
39,2:24:59,,Agnes Jeruto BARSOSIO,05 AUG 1982,KEN,3,,Seoul (KOR),20 MAR 2016,1183,2016,0 days 02:24:59,8699,KEN,ke,:ke:,Kenya,F
40,2:25:00,,Eunice Chebichii CHUMBA,23 MAY 1993,BRN,3,,Amsterdam (NED),16 OCT 2016,1182,2016,0 days 02:25:00,8700,BRN,bn,:bn:,Brunei Darussalam,F
41,2:25:03,,Boru Feyse TADESE,19 NOV 1988,ETH,7,,London (GBR),24 APR 2016,1182,2016,0 days 02:25:03,8703,ETH,et,:et:,Ethiopia,F
42,2:25:04,,Shure DEMISE,21 JAN 1996,ETH,6,,Tokyo (JPN),28 FEB 2016,1182,2016,0 days 02:25:04,8704,ETH,et,:et:,Ethiopia,F
43,2:25:09,,Sayaka KUWAHARA,08 MAR 1993,JPN,6,,Nagoya (JPN),13 MAR 2016,1181,2016,0 days 02:25:09,8709,JPN,jp,:jp:,Japan,F
44,2:25:13,,Nancy Jepkosgei KIPROP,07 JUL 1979,KEN,2,,Valencia (ESP),20 NOV 2016,1180,2016,0 days 02:25:13,8713,KEN,ke,:ke:,Kenya,F
45,2:25:26,,Shalane FLANAGAN,08 JUL 1981,USA,6,,"Estádio Olímpico, Rio de Janeiro (BRA)",14 AUG 2016,1178,2016,0 days 02:25:26,8726,USA,us,:us:,United States,F
46,2:25:27,,Mamitu DASKA,16 OCT 1983,ETH,1,,Frankfurt (GER),30 OCT 2016,1178,2016,0 days 02:25:27,8727,ETH,et,:et:,Ethiopia,F
47,2:25:29,,Shiho TAKECHI,18 AUG 1990,JPN,7,,Nagoya (JPN),13 MAR 2016,1178,2016,0 days 02:25:29,8729,JPN,jp,:jp:,Japan,F
48,2:25:36,,Shitaye ESHETE,21 MAY 1990,BRN,6,,Dubai (UAE),22 JAN 2016,1176,2016,0 days 02:25:36,8736,BRN,bn,:bn:,Brunei Darussalam,F
49,2:25:42,,Fate TOLA,22 OCT 1987,GER,2,,Frankfurt (GER),30 OCT 2016,1175,2016,0 days 02:25:42,8742,DEU,de,:de:,,F
50,2:25:43,,Meseret LEGESE,26 AUG 1987,ETH,1,,Wuhan (CHN),10 APR 2016,1175,2016,0 days 02:25:43,8743,ETH,et,:et:,Ethiopia,F
51,2:25:50,,Ashete BEKERE,17 APR 1988,ETH,7,,Tokyo (JPN),28 FEB 2016,1174,2016,0 days 02:25:50,8750,ETH,et,:et:,Ethiopia,F
52,2:25:53,,Visiline JEPKESHO,30 DEC 1989,KEN,1,,Paris (FRA),03 APR 2016,1174,2016,0 days 02:25:53,8753,KEN,ke,:ke:,Kenya,F
53,2:25:56,,Meseret MENGISTU,06 MAR 1990,ETH,1,,Beijing (CHN),17 SEP 2016,1173,2016,0 days 02:25:56,8756,ETH,et,:et:,Ethiopia,F
54,2:25:57,,Prisca JEPTOO,24 JUN 1984,KEN,4,,Amsterdam (NED),16 OCT 2016,1173,2016,0 days 02:25:57,8757,KEN,ke,:ke:,Kenya,F
55,2:26:07,,Bruktayit ESHETU,29 SEP 1990,ETH,1,,"Houston, TX (USA)",17 JAN 2016,1171,2016,0 days 02:26:07,8767,ETH,et,:et:,Ethiopia,F
56,2:26:08,,Desiree LINDEN,26 JUL 1983,USA,7,,"Estádio Olímpico, Rio de Janeiro (BRA)",14 AUG 2016,1171,2016,0 days 02:26:08,8768,USA,us,:us:,United States,F
57,2:26:11,,Bethelhem MOGES,03 MAY 1991,ETH,3,,Valencia (ESP),20 NOV 2016,1171,2016,0 days 02:26:11,8771,ETH,et,:et:,Ethiopia,F
58,2:26:13,,Ruihuan LIU,29 JUN 1992,CHN,1,,Chongqing (CHN),20 MAR 2016,1170,2016,0 days 02:26:13,8773,CHN,cn,:cn:,China,F
59,2:26:14,,Gulume CHALA,11 SEP 1992,ETH,2,,Paris (FRA),03 APR 2016,1170,2016,0 days 02:26:14,8774,ETH,et,:et:,Ethiopia,F
60,2:26:15,,Letebrhan Haylay GEBRESLASEA,29 OCT 1990,ETH,1,,Rotterdam (NED),10 APR 2016,1170,2016,0 days 02:26:15,8775,ETH,et,:et:,Ethiopia,F
61,2:26:18,,Roza DEREJE,09 MAY 1997,ETH,1,,Shanghai (CHN),30 OCT 2016,1169,2016,0 days 02:26:18,8778,ETH,et,:et:,Ethiopia,F
62,2:26:20,,Margaret AGAI,10 JUN 1988,KEN,2,,Shanghai (CHN),30 OCT 2016,1169,2016,0 days 02:26:20,8780,KEN,ke,:ke:,Kenya,F
63,2:26:26,,Meseret Hailu DEBELE,12 SEP 1990,ETH,2,,Hamburg (GER),17 APR 2016,1168,2016,0 days 02:26:26,8786,ETH,et,:et:,Ethiopia,F
64,2:26:29,,Tadelech BEKELE,11 APR 1991,ETH,2,,Toronto (CAN),16 OCT 2016,1168,2016,0 days 02:26:29,8789,ETH,et,:et:,Ethiopia,F
65,2:26:34,,Mestawat TUFA,14 SEP 1983,ETH,7,,Dubai (UAE),22 JAN 2016,1167,2016,0 days 02:26:34,8794,ETH,et,:et:,Ethiopia,F
66,2:26:40,,Misato HORIE,10 MAR 1987,JPN,1,,Gold Coast (AUS),03 JUL 2016,1166,2016,0 days 02:26:40,8800,JPN,jp,:jp:,Japan,F
67,2:26:53,,Fantu JIMMA,11 SEP 1987,ETH,3,,Xiamen (CHN),02 JAN 2016,1164,2016,0 days 02:26:53,8813,ETH,et,:et:,Ethiopia,F
68,2:27:06,,Koren Jelila YAL,18 JAN 1987,ETH,1,,Ottawa (CAN),29 MAY 2016,1161,2016,0 days 02:27:06,8826,ETH,et,:et:,Ethiopia,F
69,2:27:07,,Sarah CHEBET,14 JUL 1988,KEN,3,,Frankfurt (GER),30 OCT 2016,1161,2016,0 days 02:27:07,8827,KEN,ke,:ke:,Kenya,F
70,2:27:08,,Wude AYALEW,04 JUL 1987,ETH,3,,Shanghai (CHN),30 OCT 2016,1161,2016,0 days 02:27:08,8828,ETH,et,:et:,Ethiopia,F
71,2:27:23,,Janet Jelagat RONO,08 DEC 1988,KEN,4,,Seoul (KOR),20 MAR 2016,1159,2016,0 days 02:27:23,8843,KEN,ke,:ke:,Kenya,F
71,2:27:23,,Risper CHEBET,06 JUN 1992,KEN,3,,Praha (CZE),08 MAY 2016,1159,2016,0 days 02:27:23,8843,KEN,ke,:ke:,Kenya,F
73,2:27:27,,Michi NUMATA,06 MAY 1989,JPN,9,,Nagoya (JPN),13 MAR 2016,1158,2016,0 days 02:27:27,8847,JPN,jp,:jp:,Japan,F
74,2:27:35,,Lisa WEIGHTMAN,16 JAN 1979,AUS,2,,"Houston, TX (USA)",17 JAN 2016,1157,2016,0 days 02:27:35,8855,AUS,au,:au:,Australia,F
75,2:27:36,,Maja NEUENSCHWANDER,13 FEB 1980,SUI,8,,Tokyo (JPN),28 FEB 2016,1156,2016,0 days 02:27:36,8856,CHE,ch,:ch:,,F
76,2:27:39,,Caroline Cheptanui KILEL,21 MAR 1981,KEN,1,,Daegu (KOR),03 APR 2016,1156,2016,0 days 02:27:39,8859,KEN,ke,:ke:,Kenya,F
77,2:27:40,,Leah KIPRONO,15 APR 1980,KEN,1,,Zhengzhou (CHN),27 MAR 2016,1156,2016,0 days 02:27:40,8860,KEN,ke,:ke:,Kenya,F
77,2:27:40,,Inés MELCHOR,30 AUG 1986,PER,2,,Daegu (KOR),03 APR 2016,1156,2016,0 days 02:27:40,8860,PER,pe,:pe:,Peru,F
79,2:27:41,,Priscah Jepleting CHERONO,27 JUN 1980,KEN,1,,Venezia (ITA),23 OCT 2016,1156,2016,0 days 02:27:41,8861,KEN,ke,:ke:,Kenya,F
79,2:27:41,,Aberu Mekuria ZENNEBE,24 DEC 1983,ETH,4,,Valencia (ESP),20 NOV 2016,1156,2016,0 days 02:27:41,8861,ETH,et,:et:,Ethiopia,F
81,2:27:50,,Anja SCHERL,12 APR 1986,GER,3,,Hamburg (GER),17 APR 2016,1154,2016,0 days 02:27:50,8870,DEU,de,:de:,,F
82,2:27:53,,Rael Nguriatukei KINYARA,04 APR 1984,KEN,4,,Shanghai (CHN),30 OCT 2016,1154,2016,0 days 02:27:53,8873,KEN,ke,:ke:,Kenya,F
83,2:28:01,,Sally KIPYEGO,19 DEC 1985,KEN,2,,"New York, NY (USA)",06 NOV 2016,1152,2016,0 days 02:28:01,8881,KEN,ke,:ke:,Kenya,F
84,2:28:06,,Pamela ROTICH,25 DEC 1984,KEN,1,,Rabat (MAR),13 MAR 2016,1151,2016,0 days 02:28:06,8886,KEN,ke,:ke:,Kenya,F
84,2:28:06,,Ji Hyang KIM,26 SEP 1995,PRK,1,,Pyongyang (PRK),10 APR 2016,1151,2016,0 days 02:28:06,8886,PRK,kp,:kp:,"Korea, Democratic People's Republic of",F
86,2:28:11,,Dinknesh Mekash TEFERA,11 SEP 1985,ETH,3,,Paris (FRA),03 APR 2016,1151,2016,0 days 02:28:11,8891,ETH,et,:et:,Ethiopia,F
87,2:28:13,,Molly HUDDLE,31 AUG 1984,USA,3,,"New York, NY (USA)",06 NOV 2016,1150,2016,0 days 02:28:13,8893,USA,us,:us:,United States,F
88,2:28:25,,Amy CRAGG,21 JAN 1984,USA,9,,"Estádio Olímpico, Rio de Janeiro (BRA)",14 AUG 2016,1148,2016,0 days 02:28:25,8905,USA,us,:us:,United States,F
89,2:28:26,,Monika STEFANOWICZ,15 MAY 1980,POL,4,,Hamburg (GER),17 APR 2016,1148,2016,0 days 02:28:26,8906,POL,pl,:pl:,Poland,F
89,2:28:26,,Grace MOMANYI,13 FEB 1981,KEN,1,,Hefei (CHN),12 NOV 2016,1148,2016,0 days 02:28:26,8906,KEN,ke,:ke:,Kenya,F
91,2:28:34,,Tatiana ARKHIPOVA,08 APR 1983,RUS,1,,Volgograd (RUS),01 MAY 2016,1147,2016,0 days 02:28:34,8914,RUS,ru,:ru:,Russian Federation,F
91,2:28:34,,Katharina HEINIG,22 AUG 1989,GER,5,,Berlin (GER),25 SEP 2016,1147,2016,0 days 02:28:34,8914,DEU,de,:de:,,F
93,2:28:36,,Hye-Song KIM,09 MAR 1993,PRK,10,,"Estádio Olímpico, Rio de Janeiro (BRA)",14 AUG 2016,1146,2016,0 days 02:28:36,8916,PRK,kp,:kp:,"Korea, Democratic People's Republic of",F
93,2:28:36,,Hye Gyong KIM,09 MAR 1993,PRK,11,,"Estádio Olímpico, Rio de Janeiro (BRA)",14 AUG 2016,1146,2016,0 days 02:28:36,8916,PRK,kp,:kp:,"Korea, Democratic People's Republic of",F
95,2:28:37,,Esther CHEMTAI,04 JUN 1988,KEN,2,,Rabat (MAR),13 MAR 2016,1146,2016,0 days 02:28:37,8917,KEN,ke,:ke:,Kenya,F
96,2:28:42,,Sichala KUMESHI,19 JUN 1995,ETH,1,,Warszawa (POL),24 APR 2016,1145,2016,0 days 02:28:42,8922,ETH,et,:et:,Ethiopia,F
97,2:28:43,,Sechale DALASA,20 SEP 1991,ETH,3,,"Houston, TX (USA)",17 JAN 2016,1145,2016,0 days 02:28:43,8923,ETH,et,:et:,Ethiopia,F
98,2:28:46,,Winny JEPKORIR,10 JUN 1990,KEN,1,,Firenze (ITA),27 NOV 2016,1145,2016,0 days 02:28:46,8926,KEN,ke,:ke:,Kenya,F
99,2:28:48,,Yong Sun SIN,20 MAY 1990,PRK,2,,Pyongyang (PRK),10 APR 2016,1144,2016,0 days 02:28:48,8928,PRK,kp,:kp:,"Korea, Democratic People's Republic of",F
100,2:28:49,,Ryoko KIZAKI,21 JUN 1985,JPN,10,,Nagoya (JPN),13 MAR 2016,1144,2016,0 days 02:28:49,8929,JPN,jp,:jp:,Japan,F
1,2:17:01,,Mary Jepkosgei KEITANY,18 JAN 1982,KEN,1,,London (GBR),23 APR 2017,1264,2017,0 days 02:17:01,8221,KEN,ke,:ke:,Kenya,F
2,2:17:56,,Tirunesh DIBABA,01 OCT 1985,ETH,2,,London (GBR),23 APR 2017,1255,2017,0 days 02:17:56,8276,ETH,et,:et:,Ethiopia,F
3,2:19:47,,Sarah CHEPCHIRCHIR,27 JUL 1984,KEN,1,,Tokyo (JPN),26 FEB 2017,1236,2017,0 days 02:19:47,8387,KEN,ke,:ke:,Kenya,F
4,2:20:22,,Brigid KOSGEI,20 FEB 1994,KEN,2,,"Chicago, IL (USA)",08 OCT 2017,1230,2017,0 days 02:20:22,8422,KEN,ke,:ke:,Kenya,F
5,2:20:23,,Gladys CHERONO,12 MAY 1983,KEN,1,,Berlin (GER),24 SEP 2017,1229,2017,0 days 02:20:23,8423,KEN,ke,:ke:,Kenya,F
6,2:20:41,,Ruti AGA,16 JAN 1994,ETH,2,,Berlin (GER),24 SEP 2017,1226,2017,0 days 02:20:41,8441,ETH,et,:et:,Ethiopia,F
7,2:20:53,,Valary JEMELI,08 JUN 1991,KEN,3,,Berlin (GER),24 SEP 2017,1224,2017,0 days 02:20:53,8453,KEN,ke,:ke:,Kenya,F
8,2:20:55,,Purity Cherotich RIONORIPO,10 JUN 1993,KEN,1,,Paris (FRA),09 APR 2017,1224,2017,0 days 02:20:55,8455,KEN,ke,:ke:,Kenya,F
9,2:20:57,,Jordan HASAY,21 SEP 1991,USA,3,,"Chicago, IL (USA)",08 OCT 2017,1224,2017,0 days 02:20:57,8457,USA,us,:us:,United States,F
10,2:20:59,,Agnes Jeruto BARSOSIO,05 AUG 1982,KEN,2,,Paris (FRA),09 APR 2017,1223,2017,0 days 02:20:59,8459,KEN,ke,:ke:,Kenya,F
11,2:21:17,,Eunice Jepkirui KIRWA,20 MAY 1984,BRN,1,,Nagoya (JPN),12 MAR 2017,1220,2017,0 days 02:21:17,8477,BRN,bn,:bn:,Brunei Darussalam,F
12,2:21:19,,Birhane DIBABA,11 SEP 1993,ETH,2,,Tokyo (JPN),26 FEB 2017,1220,2017,0 days 02:21:19,8479,ETH,et,:et:,Ethiopia,F
13,2:21:22,,Philomena CHEYECH,05 JUL 1982,KEN,3,,Paris (FRA),09 APR 2017,1219,2017,0 days 02:21:22,8482,KEN,ke,:ke:,Kenya,F
14,2:21:36,,Yuka ANDO,16 MAR 1994,JPN,2,,Nagoya (JPN),12 MAR 2017,1217,2017,0 days 02:21:36,8496,JPN,jp,:jp:,Japan,F
15,2:21:37,,Visiline JEPKESHO,30 DEC 1989,KEN,4,,Paris (FRA),09 APR 2017,1217,2017,0 days 02:21:37,8497,KEN,ke,:ke:,Kenya,F
16,2:21:54,,Tadelech BEKELE,11 APR 1991,ETH,1,,Amsterdam (NED),15 OCT 2017,1214,2017,0 days 02:21:54,8514,ETH,et,:et:,Ethiopia,F
17,2:22:15,,Amane Beriso SHANKULE,13 OCT 1991,ETH,2,,Praha (CZE),07 MAY 2017,1210,2017,0 days 02:22:15,8535,ETH,et,:et:,Ethiopia,F
18,2:22:36,,Worknesh DEGEFA,28 OCT 1990,ETH,1,,Dubai (UAE),20 JAN 2017,1207,2017,0 days 02:22:36,8556,ETH,et,:et:,Ethiopia,F
18,2:22:36,,Ruth CHEPNGETICH,08 AUG 1994,KEN,1,,Istanbul (TUR),12 NOV 2017,1207,2017,0 days 02:22:36,8556,KEN,ke,:ke:,Kenya,F
20,2:22:43,,Roza DEREJE,09 MAY 1997,ETH,1,,Shanghai (CHN),12 NOV 2017,1206,2017,0 days 02:22:43,8563,ETH,et,:et:,Ethiopia,F
21,2:22:51,,Yebrgual MELESE,18 APR 1990,ETH,5,,Paris (FRA),09 APR 2017,1204,2017,0 days 02:22:51,8571,ETH,et,:et:,Ethiopia,F
21,2:22:51,,Helen BEKELE,21 NOV 1994,ETH,4,,Berlin (GER),24 SEP 2017,1204,2017,0 days 02:22:51,8571,ETH,et,:et:,Ethiopia,F
23,2:22:57,,Shure DEMISE,21 JAN 1996,ETH,2,,Dubai (UAE),20 JAN 2017,1203,2017,0 days 02:22:57,8577,ETH,et,:et:,Ethiopia,F
24,2:23:08,,Asselefech MEDESSA MERGIA,23 JAN 1985,ETH,3,,London (GBR),23 APR 2017,1201,2017,0 days 02:23:08,8588,ETH,et,:et:,Ethiopia,F
25,2:23:09,,Amane GOBENA,11 SEP 1986,ETH,3,,Tokyo (JPN),26 FEB 2017,1201,2017,0 days 02:23:09,8589,ETH,et,:et:,Ethiopia,F
26,2:23:31,,Lydia CHEROMEI,11 MAY 1977,KEN,2,,Shanghai (CHN),12 NOV 2017,1197,2017,0 days 02:23:31,8611,KEN,ke,:ke:,Kenya,F
27,2:23:35,,Vivian Jepkemei CHERUIYOT,11 SEP 1983,KEN,1,,Frankfurt (GER),29 OCT 2017,1197,2017,0 days 02:23:35,8615,KEN,ke,:ke:,Kenya,F
27,2:23:35,,Hirut TIBEBU,13 DEC 1994,ETH,3,,Shanghai (CHN),12 NOV 2017,1197,2017,0 days 02:23:35,8615,ETH,et,:et:,Ethiopia,F
